county,state,season,latitude,longitude,date,classification,temperature_high,temperature_mid,temperature_low,dew_point,humidity,cloud_cover,moon_phase,precip_intensity,precip_probability,pressure,visibility,wind_bearing,wind_speed,condition_Clear,condition_Overcast,condition_partially_cloudy,condition_Rain,condition_Snow
Lane County,Oregon,Fall,43.5883,-122.0833,1938-11-16,Class B,0.0,0.0,0.0,-6.316486965325231,68.41756517337384,45.26552424473217,0.5,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Lane County,Oregon,Fall,43.6165,-122.1,1937-11-17,Class A,0.0,0.0,0.0,-6.316486965325231,68.41756517337384,45.26552424473217,0.5,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Lane County,Oregon,Summer,43.6583,-122.8042,1946-07-13,Class B,85.0,72.0,60.0,54.2,56.6,16.5,0.0,0.0,0.0,1013.4,9.9,282.6,13.9,1,0,0,0,0
Lane County,Oregon,Winter,39.376484600389865,-97.37305127192984,1941-01-15,Class B,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.75,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Lane County,Oregon,Fall,39.376484600389865,-97.37305127192984,1945-09-05,Class B,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,1.0,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Lane County,Oregon,Winter,44.05917,-122.9343,1945-12-16,Class B,49.0,44.0,37.0,39.8,83.8,84.8,0.5,0.197,100.0,1020.3,9.8,174.9,12.8,0,0,1,1,0
Lane County,Oregon,Summer,43.85062,-122.7085,1950-08-07,Class B,79.0,66.0,52.0,51.9,63.6,36.3,0.75,0.0,0.0,1019.3,9.9,282.0,15.0,0,0,1,0,0
Linn County,Oregon,Fall,39.376484600389865,-97.37305127192984,1941-11-02,Class B,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.5,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Linn County,Oregon,Summer,39.376484600389865,-97.37305127192984,1945-06-19,Class B,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.25,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Linn County,Oregon,Summer,44.6616,-122.8494,1941-08-16,Class B,68.0,59.0,52.0,49.4,70.9,83.1,0.75,0.0,0.0,1014.3,9.9,321.4,15.1,0,0,1,0,0
Linn County,Oregon,Summer,44.4625,-121.9683,1939-07-19,Class B,87.0,68.0,52.0,45.7,49.2,9.6,0.75,0.09246594778660613,100.0,1014.9,9.8,257.1,20.8,1,0,0,0,0
Linn County,Oregon,Summer,44.40946,-122.1322,1938-07-18,Class A,82.0,62.0,44.0,36.2,43.0,1.0,0.5,0.0,0.0,1010.3,9.9,319.0,18.3,1,0,0,0,0
Linn County,Oregon,Spring,39.376484600389865,-97.37305127192984,1947-05-10,Class A,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.75,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Marion County,Oregon,Summer,44.8633,-122.6397,1941-08-27,Class A,91.0,71.0,49.0,54.2,59.9,0.0,0.75,0.0,0.0,1014.1,21.8,345.8,9.2,1,0,0,0,0
Marion County,Oregon,Summer,44.8623,-122.2728,1947-07-03,Class B,83.0,67.0,49.0,53.7,64.4,13.3,1.0,0.0,0.0,1018.9,23.0,17.0,12.8,1,0,0,0,0
Marion County,Oregon,Summer,45.03575,-122.7789,1949-08-04,Class B,83.0,68.0,53.0,53.6,63.2,16.3,0.0,0.0,0.0,1020.4,43.6,351.2,10.0,1,0,0,0,0
Marion County,Oregon,Fall,44.915,-122.585,1947-09-01,Class A,72.0,57.0,44.0,50.5,82.3,58.2,0.75,0.012,100.0,1014.2,8.9,196.5,16.5,0,0,1,1,0
Marion County,Oregon,Summer,39.376484600389865,-97.37305127192984,1944-07-26,Class B,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.25,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Marion County,Oregon,Summer,44.79307,-122.5674,1940-06-02,Class B,96.0,79.0,61.0,56.1,49.7,0.0,0.0,0.0,0.0,1014.4,9.9,292.0,13.9,1,0,0,0,0
Marion County,Oregon,Summer,44.7679,-122.095,1942-06-19,Class A,77.0,63.0,47.0,49.1,65.7,5.4,0.5,0.0,0.0,1021.3,9.9,2.0,11.6,1,0,0,0,0
Marion County,Oregon,Summer,44.699,-122.1874,1949-08-27,Class B,70.0,63.0,55.0,54.2,74.4,56.3,0.5,0.0,0.0,1014.8,9.9,231.6,13.9,0,0,1,0,0
Marion County,Oregon,Fall,45.11259,-122.7875,1948-09-11,Class B,53.0,49.0,43.0,44.3,83.9,83.3,0.75,0.189,100.0,1005.2,9.3,220.3,21.8,0,0,1,1,0
Multnomah County,Oregon,Fall,45.5145,-122.3352,1948-10-21,Class A,68.0,59.0,54.0,54.0,84.9,95.6,0.75,0.071,100.0,1019.2,8.0,159.5,8.1,0,1,0,1,0
Multnomah County,Oregon,Fall,45.63893,-122.8889,1945-09-11,Class A,60.0,49.0,41.0,43.5,82.6,69.6,0.5,0.0,0.0,1016.2,14.1,315.8,9.3,0,0,1,0,0
Multnomah County,Oregon,Summer,45.65125,-121.9123,1950-06-04,Class A,78.0,66.0,55.0,52.0,64.6,74.7,0.5,0.387,100.0,1017.8,20.6,307.2,11.6,0,0,1,1,0
Multnomah County,Oregon,Winter,45.55364,-122.1884,1941-12-31,Class A,48.0,45.0,42.0,42.1,90.3,54.7,1.0,0.0,0.0,1024.8,6.1,77.7,15.0,0,0,1,0,0
Multnomah County,Oregon,Fall,45.4684,-122.2487,1946-11-12,Class B,73.0,61.0,48.0,45.3,59.5,21.1,1.0,0.0,0.0,1016.3,9.9,316.8,8.9,0,0,1,0,0
Multnomah County,Oregon,Summer,39.376484600389865,-97.37305127192984,1950-07-04,Class A,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.75,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Polk County,Oregon,Fall,44.8458,-123.5834,1945-09-30,Class B,70.0,57.0,44.0,43.1,61.7,0.0,0.25,0.0,0.0,1013.1,16.5,178.4,9.8,1,0,0,0,0
Polk County,Oregon,Fall,44.86875,-123.4462,1950-09-19,Class B,58.0,48.0,39.0,44.5,88.1,50.4,0.75,0.012,100.0,1018.7,8.9,167.0,11.0,0,0,1,1,0
Polk County,Oregon,Fall,45.06215,-123.7027,1944-09-01,Class A,55.0,47.0,40.0,42.2,84.4,21.7,0.0,0.0,0.0,1019.4,8.7,28.0,7.4,0,0,1,0,0
Polk County,Oregon,Summer,45.07072,-123.6664,1945-07-29,Class B,69.0,62.0,57.0,55.5,79.2,66.5,0.5,0.0,0.0,1014.8,9.9,221.0,19.6,0,0,1,0,0
Polk County,Oregon,Summer,45.0487,-123.5792,1949-08-02,Class B,71.0,62.0,53.0,51.1,69.0,0.0,0.75,0.0,0.0,1016.0,9.9,344.4,15.5,1,0,0,0,0
Polk County,Oregon,Winter,45.0608,-123.694,1947-02-10,Class A,50.0,46.0,41.0,42.8,89.8,70.0,0.5,0.044,100.0,1020.7,8.9,156.9,10.9,0,0,1,1,0
Polk County,Oregon,Fall,39.376484600389865,-97.37305127192984,1939-11-22,Class B,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.5,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Tillamook County,Oregon,Summer,45.145,-123.972,1944-08-29,Class A,62.0,55.0,48.0,48.983513034674765,68.41756517337384,45.26552424473217,0.75,0.09246594778660613,100.0,1012.7,10.379775280898876,176.3,9.2,1,0,0,0,0
Tillamook County,Oregon,Summer,45.75449,-123.866,1945-06-07,Class A,69.0,58.0,50.0,53.2,84.2,44.8,0.5,0.145,100.0,1006.4,8.6,103.0,12.8,0,0,1,1,0
Tillamook County,Oregon,Fall,45.59669,-123.3768,1941-09-26,Class A,60.0,51.0,47.0,40.7,69.0,35.4,0.5,0.0,0.0,1006.7,9.9,107.5,13.1,0,0,1,0,0
Tillamook County,Oregon,Summer,45.5891,-123.5469,1939-07-01,Class A,78.0,66.0,55.0,56.3,74.6,28.0,0.25,0.0,0.0,1022.8,9.3,319.3,11.2,0,0,1,0,0
Tillamook County,Oregon,Summer,45.7351,-123.466,1938-06-22,Class B,68.0,62.0,57.0,55.3,79.6,64.6,0.75,0.007,100.0,1020.4,9.8,218.2,12.2,0,0,1,1,0
Tillamook County,Oregon,Summer,45.61308,-123.3973,1946-07-05,Class B,73.0,64.0,57.0,58.3,82.5,37.7,0.0,0.0,0.0,1013.7,9.7,5.3,7.2,0,0,1,0,0
Tillamook County,Oregon,Summer,39.376484600389865,-97.37305127192984,1944-08-16,Class A,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,1.0,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Tillamook County,Oregon,Summer,45.59864,-123.6113,1942-07-23,Class B,73.0,64.0,55.0,53.1,70.0,15.1,0.5,0.0,0.0,1014.9,9.6,294.4,19.1,1,0,0,0,0
Curry County,Oregon,Summer,39.376484600389865,-97.37305127192984,1942-07-21,Class B,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.25,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Crook County,Oregon,Fall,44.0639,-120.2782,1948-11-26,Class B,57.0,47.0,31.0,34.9,63.7,32.5,0.25,0.09246594778660613,100.0,1016.2,23.6,280.2,25.3,0,0,1,0,0
Coos County,Oregon,Fall,43.2547,-124.0598,1944-11-24,Class A,57.0,47.0,31.0,34.9,63.7,32.5,0.25,0.09246594778660613,100.0,1016.2,23.6,280.2,25.3,0,0,1,0,0
Columbia County,Oregon,Fall,45.82565,-123.296,1941-11-30,Class B,58.0,50.0,45.0,41.3,73.0,67.4,0.5,0.096,100.0,1013.8,9.8,98.5,8.0,0,0,1,1,0
Clatsop County,Oregon,Winter,46.2262,-124.0133,1942-12-20,Class A,50.0,40.0,34.0,36.1,85.1,67.8,0.25,0.096,100.0,1023.9,13.4,86.9,11.5,0,0,1,1,1
Clatsop County,Oregon,Spring,39.376484600389865,-97.37305127192984,1945-04-18,Class A,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.25,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Benton County,Oregon,Spring,39.376484600389865,-97.37305127192984,1941-05-16,Class B,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.75,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Baker County,Oregon,Fall,44.68557,-118.0891,1943-09-21,Class B,41.0,33.0,26.0,23.6,68.6,61.5,1.0,0.032,100.0,1021.6,19.4,340.0,23.0,0,0,1,1,1
Wayne County,Pennsylvania,Winter,39.376484600389865,-97.37305127192984,1940-12-24,Class A,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.75,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Washington County,Pennsylvania,Fall,40.04755,-80.25645,1942-09-29,Class B,68.0,61.0,54.0,55.0,82.4,81.1,1.0,0.018,100.0,1017.7,6.5,275.1,11.1,0,0,1,1,0
Warren County,Pennsylvania,Summer,39.376484600389865,-97.37305127192984,1938-08-11,Class B,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.5,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Somerset County,Pennsylvania,Fall,39.376484600389865,-97.37305127192984,1948-11-02,Class A,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.0,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Potter County,Pennsylvania,Fall,41.70813,-77.99314,1943-11-26,Class B,40.0,36.0,33.0,33.8,91.3,100.0,0.25,0.02,100.0,1024.6,3.7,144.5,20.8,0,1,0,1,1
Perry County,Pennsylvania,Spring,39.376484600389865,-97.37305127192984,1939-04-30,Class A,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.25,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Perry County,Pennsylvania,Fall,39.376484600389865,-97.37305127192984,1945-11-03,Class A,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,1.0,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Northampton County,Pennsylvania,Fall,40.8495,-75.327,1944-11-20,Class A,45.0,39.0,29.0,23.9,56.0,35.4,1.0,0.006,100.0,1018.5,9.9,308.1,15.0,0,0,1,1,0
Potter County,Pennsylvania,Fall,41.845,-77.7011,1938-09-30,Class B,68.0,67.0,66.0,42.0,39.9,90.0,0.5,0.0,0.0,1027.9,29.8,140.0,6.9,0,0,1,0,0
Potter County,Pennsylvania,Spring,39.376484600389865,-97.37305127192984,1950-05-06,Class B,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.75,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Potter County,Pennsylvania,Spring,41.7655,-77.8768,1945-04-22,Class A,71.0,61.0,53.0,54.9,82.3,73.0,0.75,0.994,100.0,1019.3,8.0,207.1,13.7,0,0,1,1,0
Potter County,Pennsylvania,Fall,41.94126,-77.62891,1946-09-19,Class A,70.0,62.0,58.0,56.6,82.0,50.7,0.25,0.0,0.0,1018.8,9.9,156.2,10.3,0,0,1,0,0
Somerset County,Pennsylvania,Summer,39.376484600389865,-97.37305127192984,1941-06-07,Class B,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.5,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Susquehanna County,Pennsylvania,Winter,39.376484600389865,-97.37305127192984,1942-01-14,Class B,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,1.0,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Susquehanna County,Pennsylvania,Winter,41.79985,-75.9799,1941-02-05,Class B,26.0,25.0,22.0,21.1,86.0,85.8,0.75,0.523,100.0,1016.3,5.0,86.2,14.4,0,0,1,0,1
Wayne County,Pennsylvania,Winter,41.50383,-75.23662,1939-01-25,Class B,28.0,21.0,14.0,13.3,70.9,84.9,0.75,0.0,0.0,1005.7,8.4,253.0,14.7,0,0,1,0,0
Westmoreland County,Pennsylvania,Summer,40.32247,-79.16817,1938-08-19,Class A,28.0,21.0,14.0,13.3,70.9,84.9,0.75,0.0,0.0,1005.7,8.4,253.0,14.7,0,0,1,0,0
Westmoreland County,Pennsylvania,Summer,39.376484600389865,-97.37305127192984,1946-08-19,Class A,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.75,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Westmoreland County,Pennsylvania,Fall,40.5258,-79.6575,1941-09-01,Class A,57.0,56.0,54.0,52.9,90.7,99.7,0.25,0.502,100.0,1017.9,7.0,21.7,11.3,0,1,0,1,0
Westmoreland County,Pennsylvania,Winter,40.43163,-79.58031,1937-12-09,Class B,26.0,19.0,11.0,11.8,74.2,91.4,0.75,0.032,100.0,1019.1,6.3,273.2,11.7,0,1,0,0,1
Baker County,Oregon,Fall,39.376484600389865,-97.37305127192984,1937-11-07,Class B,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.0,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Baker County,Oregon,Summer,45.0018,-117.2022,1950-07-02,Class A,56.0,46.0,34.0,33.2,64.0,75.0,0.0,0.012,100.0,1018.4,22.6,122.6,13.6,0,0,1,1,0
Baker County,Oregon,Fall,39.376484600389865,-97.37305127192984,1937-09-21,Class A,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.5,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Benton County,Oregon,Summer,44.58335,-123.4166,1938-07-29,Class A,67.0,59.0,53.0,53.4,82.7,16.7,0.75,0.0,0.0,1018.7,9.9,255.9,8.1,1,0,0,0,0
Benton County,Oregon,Winter,44.6693,-123.2433,1940-01-21,Class B,68.0,50.0,35.0,32.7,55.6,0.0,0.0,0.0,0.0,1025.0,9.9,3.6,19.0,1,0,0,0,0
Benton County,Oregon,Summer,44.50455,-123.5524,1937-06-29,Class B,68.0,60.0,55.0,54.2,82.8,80.0,0.75,0.797,100.0,1013.7,9.2,293.8,13.6,0,0,1,1,0
Clackamas County,Oregon,Summer,45.4237,-122.3876,1943-06-09,Class A,68.0,59.0,51.0,46.2,64.9,62.3,0.0,0.09246594778660613,100.0,1015.1,33.7,352.4,13.4,0,0,1,0,0
Clackamas County,Oregon,Summer,39.376484600389865,-97.37305127192984,1946-07-21,Class A,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.75,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Clackamas County,Oregon,Fall,39.376484600389865,-97.37305127192984,1944-11-01,Class B,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.5,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Clackamas County,Oregon,Summer,45.3894,-122.4163,1937-06-29,Class A,86.0,72.0,57.0,60.2,68.5,55.5,1.0,0.0,0.0,1015.2,19.4,299.6,11.3,0,0,1,0,0
Clackamas County,Oregon,Fall,39.376484600389865,-97.37305127192984,1949-09-22,Class B,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,1.0,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Clackamas County,Oregon,Summer,45.0837,-122.4888,1940-06-24,Class A,86.0,69.0,52.0,51.8,58.0,0.2,0.75,0.0,0.0,1013.8,24.0,346.1,9.2,1,0,0,0,0
Clackamas County,Oregon,Summer,39.376484600389865,-97.37305127192984,1942-07-12,Class B,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,1.0,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Clackamas County,Oregon,Summer,44.99745,-122.1647,1938-07-03,Class B,81.0,67.0,52.0,51.4,61.2,0.7,0.75,0.0,0.0,1019.1,40.5,341.2,16.1,1,0,0,0,0
Clackamas County,Oregon,Summer,45.33,-121.9165,1949-07-02,Class A,65.0,61.0,58.0,55.4,81.2,83.0,1.0,0.177,100.0,1018.3,18.3,289.1,12.4,0,0,1,1,0
Clackamas County,Oregon,Summer,44.9979,-122.1631,1938-08-03,Class B,95.0,78.0,63.0,56.8,50.1,0.0,0.5,0.0,0.0,1016.1,43.0,351.9,17.2,1,0,0,0,0
Clackamas County,Oregon,Summer,45.12545,-122.533,1945-06-05,Class A,83.0,69.0,54.0,53.8,62.0,15.0,0.75,0.0,0.0,1021.8,20.3,351.7,15.3,1,0,0,0,0
Clackamas County,Oregon,Fall,39.376484600389865,-97.37305127192984,1947-11-09,Class A,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,1.0,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Clackamas County,Oregon,Spring,45.32301,-121.7115,1946-03-25,Class B,73.0,65.0,58.0,59.0,82.5,90.3,0.75,0.119,100.0,1019.5,10.9,100.7,13.9,0,1,0,1,0
Clackamas County,Oregon,Spring,45.03255,-122.4808,1942-03-17,Class B,62.0,58.0,54.0,50.0,76.8,98.7,0.25,0.008,100.0,1012.3,9.9,279.8,10.0,0,1,0,1,0
Clackamas County,Oregon,Summer,45.40023,-122.2777,1946-08-31,Class B,70.0,64.0,60.0,55.3,73.2,95.0,0.75,0.037,100.0,1019.6,9.6,209.3,11.2,0,1,0,1,0
Clackamas County,Oregon,Winter,44.97487,-122.3057,1950-02-16,Class B,60.0,54.0,51.0,52.4,92.7,95.1,0.75,0.168,100.0,1018.5,9.6,187.0,15.3,0,1,0,1,0
Clackamas County,Oregon,Winter,45.33175,-121.9139,1943-01-26,Class A,49.0,45.0,42.0,39.2,80.8,94.2,0.5,0.104,100.0,1003.7,9.0,227.6,13.7,0,1,0,1,0
Clackamas County,Oregon,Winter,45.3207,-121.9547,1938-12-04,Class B,50.0,47.0,44.0,41.3,81.8,92.8,0.5,0.507,100.0,1009.3,7.6,95.9,19.3,0,1,0,1,0
Clackamas County,Oregon,Summer,45.1867,-122.3803,1944-08-08,Class B,90.0,72.0,53.0,48.0,48.7,4.6,0.0,0.0,0.0,1017.8,9.9,345.7,8.9,1,0,0,0,0
Clackamas County,Oregon,Fall,44.9633,-122.4,1944-11-10,Class B,71.0,63.0,58.0,54.9,75.5,65.2,0.5,0.0,0.0,1019.2,9.9,348.8,8.2,0,0,1,0,0
Clackamas County,Oregon,Summer,44.95023,-122.2347,1950-08-01,Class A,76.0,65.0,56.0,51.3,62.7,71.9,0.25,0.0,0.0,1020.7,9.9,288.1,5.8,0,0,1,0,0
Clackamas County,Oregon,Summer,45.31061,-121.8388,1939-08-22,Class A,71.0,64.0,60.0,51.3,65.6,80.8,0.75,0.069,100.0,1013.7,9.8,299.5,11.8,0,0,1,1,0
Clackamas County,Oregon,Summer,39.376484600389865,-97.37305127192984,1947-07-11,Class B,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.75,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Clackamas County,Oregon,Summer,39.376484600389865,-97.37305127192984,1945-08-01,Class B,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.75,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Clackamas County,Oregon,Summer,39.376484600389865,-97.37305127192984,1938-07-25,Class B,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,1.0,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Clackamas County,Oregon,Fall,45.1518,-122.1032,1944-09-12,Class B,61.0,55.0,52.0,51.4,88.3,97.9,0.75,0.249,100.0,1013.4,9.5,177.7,10.4,0,1,0,1,0
Clackamas County,Oregon,Summer,39.376484600389865,-97.37305127192984,1944-07-11,Class B,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.75,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Clatsop County,Oregon,Summer,46.19945,-123.9513,1943-08-24,Class A,64.0,58.0,51.0,51.6,81.3,83.1,0.0,0.0,0.0,1017.3,9.9,322.7,10.3,0,0,1,0,0
Clatsop County,Oregon,Winter,39.376484600389865,-97.37305127192984,1945-12-30,Class B,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.75,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Clatsop County,Oregon,Summer,45.99378,-123.9211,1948-08-23,Class B,64.0,61.0,58.0,57.8,90.8,96.5,0.5,0.091,100.0,1013.7,8.4,196.9,16.1,0,1,0,1,0
Clatsop County,Oregon,Summer,45.70835,-123.625,1937-08-24,Class B,67.0,55.0,46.0,48.3,78.8,18.3,0.0,0.0,0.0,1016.7,8.4,290.2,9.5,1,0,0,0,0
Clatsop County,Oregon,Spring,45.93701,-123.5417,1939-05-09,Class B,69.0,59.0,50.0,51.4,76.3,34.1,0.75,0.0,0.0,1017.5,9.3,219.9,15.1,0,0,1,0,0
Clatsop County,Oregon,Summer,46.03193,-123.4573,1942-08-05,Class B,66.0,61.0,57.0,54.5,79.3,90.9,0.0,0.091,100.0,1014.9,8.8,233.3,10.6,0,1,0,1,0
Columbia County,Oregon,Summer,45.7492,-122.9546,1941-07-20,Class B,72.0,62.0,56.0,55.9,80.3,73.6,0.75,0.152,100.0,1013.9,9.6,196.6,13.2,0,0,1,1,0
Columbia County,Oregon,Summer,45.85606,-123.1691,1938-06-05,Class A,86.0,69.0,55.0,54.4,63.4,8.1,0.5,0.0,0.0,1013.9,9.9,332.9,17.4,1,0,0,0,0
Coos County,Oregon,Fall,39.376484600389865,-97.37305127192984,1937-11-15,Class A,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.5,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Coos County,Oregon,Winter,40.1,-124.2,1938-02-20,Class A,57.0,55.0,52.0,50.9,85.0,77.9,1.0,0.09246594778660613,100.0,1006.9,10.5,157.1,16.7,0,0,1,0,0
Coos County,Oregon,Fall,43.54165,-123.875,1946-11-12,Class A,61.0,55.0,51.0,52.9,91.8,82.2,0.75,0.0,0.0,1015.9,5.9,223.3,11.9,0,0,1,0,0
Coos County,Oregon,Summer,39.376484600389865,-97.37305127192984,1942-07-17,Class A,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.0,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Coos County,Oregon,Summer,43.1786,-124.3688,1941-06-04,Class B,63.0,57.0,52.0,56.0,95.7,82.1,0.25,0.0,0.0,1014.0,7.0,213.2,12.3,0,0,1,0,0
Coos County,Oregon,Fall,43.0,-124.43,1937-09-25,Class A,58.0,52.0,47.0,48.0,86.0,57.1,0.75,0.024,100.0,1023.6,8.6,178.8,16.2,0,0,1,1,0
Coos County,Oregon,Spring,43.27402,-123.9834,1949-03-16,Class B,60.0,51.0,46.0,46.5,84.6,74.9,0.75,0.001,100.0,1025.0,9.2,353.8,16.9,0,0,1,1,0
Curry County,Oregon,Fall,42.28445,-124.2148,1947-11-23,Class A,54.0,49.0,38.0,43.7,81.1,82.7,0.0,0.0,0.0,1020.9,4.7,15.8,11.4,0,0,1,0,0
Curry County,Oregon,Fall,42.6425,-124.0255,1937-10-05,Class B,80.0,68.0,57.0,49.7,54.4,67.8,0.25,0.039,100.0,1015.3,27.6,142.1,10.3,0,0,1,1,0
Curry County,Oregon,Summer,39.376484600389865,-97.37305127192984,1941-07-11,Class A,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.5,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Curry County,Oregon,Fall,42.82,-124.53,1938-11-18,Class A,57.0,53.0,50.0,52.3,95.8,70.1,0.25,0.012,100.0,1012.0,5.8,356.0,13.7,0,0,1,1,0
